task,dataset,network_type,network_depth,network_activation,accuracy_pct,accuracy,loss,lr,global_step,datetime
logical_and,one_hot,dense_residual,2,linear,100.0%,0.9998672,0.0008643546,0.01,100,2018-11-03 15:52:47
logical_or,one_hot,dense_residual,2,linear,96.0%,0.95892775,0.006166114,0.01,200,2018-11-03 15:55:50
logical_xor,one_hot,dense_residual,2,linear,96.0%,0.957084,0.006830286,0.01,200,2018-11-03 15:58:32
reduce_sum,many_hot,dense_residual,2,linear,12.0%,0.12325,1.0702311,0.0001,1000,2018-11-03 16:01:09
reduce_max,many_hot,dense_residual,2,linear,73.0%,0.73425,0.018446121,0.009999993,6000,2018-11-03 16:04:02
concat,many_hot,dense_residual,2,linear,20.0%,0.19548827,0.32656315,0.0010000006,25200,2018-11-03 16:07:44
dot,many_hot,dense_residual,2,linear,4.0%,0.04375,9.392085,0.009999993,30000,2018-11-03 16:11:17
elementwise_mul,many_hot,dense_residual,2,linear,23.0%,0.2318125,0.29308736,0.009999993,1000,2018-11-03 16:14:32
one_hot_sum,many_hot,dense_residual,2,linear,97.0%,0.9675,0.0069437064,0.0010000006,30000,2018-11-03 16:18:05
elementwise_add,many_hot,dense_residual,2,linear,19.0%,0.18522266,0.46349236,0.0010000016,30000,2018-11-03 16:21:14
equality,many_hot,dense_residual,2,linear,14.0%,0.14100195,0.39209804,0.009999993,30000,2018-11-03 16:24:21
logical_and,many_hot,dense_residual,2,linear,24.0%,0.2360039,0.2908435,0.009999993,1000,2018-11-03 16:27:27
logical_or,many_hot,dense_residual,2,linear,18.0%,0.17879492,0.3986886,0.01,1000,2018-11-03 16:30:32
logical_xor,many_hot,dense_residual,2,linear,15.0%,0.15091993,0.4371178,0.009999993,30000,2018-11-03 16:34:13
reduce_sum,random,dense_residual,2,tanh,2.0%,0.02025,70.09805,0.009999993,1000,2018-11-03 16:36:22
reduce_max,random,dense_residual,2,tanh,100.0%,0.99975,0.00013526915,0.009999993,700,2018-11-03 16:36:29
concat,random,dense_residual,2,tanh,18.0%,0.18293165,0.25794905,0.0010000006,10400,2018-11-03 16:38:10
dot,random,dense_residual,2,tanh,4.0%,0.03775,14.782052,9.999996e-06,30000,2018-11-03 16:40:06
elementwise_mul,random,dense_residual,2,tanh,40.0%,0.40175197,0.12404315,0.0010000006,30000,2018-11-03 16:42:15
one_hot_sum,random,dense_residual,2,tanh,98.0%,0.9832422,0.0074546523,0.01,1000,2018-11-03 16:44:04
elementwise_add,random,dense_residual,2,tanh,22.0%,0.21986718,0.29448017,0.01,1000,2018-11-03 16:45:49
equality,random,dense_residual,2,tanh,100.0%,1.0,0.0006479483,0.01,400,2018-11-03 16:45:55
logical_and,random,dense_residual,2,tanh,99.0%,0.99290234,0.0020297547,0.01,200,2018-11-03 16:46:01
logical_or,random,dense_residual,2,tanh,100.0%,0.99915236,0.00012440587,0.01,300,2018-11-03 16:46:08
logical_xor,random,dense_residual,2,tanh,100.0%,0.9999824,0.001211003,0.01,300,2018-11-03 16:46:14
reduce_sum,random_pos,dense_residual,2,tanh,2.0%,0.0215,76.37072,0.009999993,30000,2018-11-03 16:48:11
reduce_max,random_pos,dense_residual,2,tanh,100.0%,1.0,0.0001227878,0.009999993,700,2018-11-03 16:48:17
concat,random_pos,dense_residual,2,tanh,18.0%,0.18244433,0.25775868,0.0010000006,10400,2018-11-03 16:50:00
dot,random_pos,dense_residual,2,tanh,3.0%,0.0325,14.662333,9.999989e-05,30000,2018-11-03 16:52:01
elementwise_mul,random_pos,dense_residual,2,tanh,40.0%,0.40181446,0.123903036,0.0010000006,30000,2018-11-03 16:54:13
one_hot_sum,random_pos,dense_residual,2,tanh,98.0%,0.98122853,0.0074548144,0.01,1000,2018-11-03 16:55:15
elementwise_add,random_pos,dense_residual,2,tanh,22.0%,0.2205879,0.2923476,0.01,1000,2018-11-03 16:57:04
equality,random_pos,dense_residual,2,tanh,100.0%,0.99998826,0.0012539626,0.01,300,2018-11-03 16:57:10
logical_and,random_pos,dense_residual,2,tanh,100.0%,0.9961328,0.0011060485,0.01,200,2018-11-03 16:57:52
logical_or,random_pos,dense_residual,2,tanh,100.0%,0.99801564,0.00043965876,0.01,200,2018-11-03 16:58:33
logical_xor,random_pos,dense_residual,2,tanh,100.0%,0.9999902,0.0012256952,0.01,300,2018-11-03 16:58:40
reduce_sum,one_hot,dense_residual,2,tanh,0.0%,0.0,1.0,0.01,1000,2018-11-03 17:02:40
reduce_max,one_hot,dense_residual,2,tanh,100.0%,1.0,2.7774215e-07,0.01,100,2018-11-03 17:02:56
concat,one_hot,dense_residual,2,tanh,99.0%,0.99114454,0.0075028394,0.01,100,2018-11-03 17:03:13
dot,one_hot,dense_residual,2,tanh,99.0%,0.99325,0.0082955975,0.009999993,100,2018-11-03 17:06:09
elementwise_mul,one_hot,dense_residual,2,tanh,100.0%,0.99992967,0.00084001385,0.009999993,100,2018-11-03 17:06:25
one_hot_sum,one_hot,dense_residual,2,tanh,98.0%,0.97673243,0.0072050923,0.009999993,1000,2018-11-03 17:10:06
elementwise_add,one_hot,dense_residual,2,tanh,91.0%,0.9138203,0.008463939,0.01,300,2018-11-03 17:12:48
equality,one_hot,dense_residual,2,tanh,99.0%,0.98691994,0.0030045293,0.0010000006,3900,2018-11-03 17:16:13
logical_and,one_hot,dense_residual,2,tanh,99.0%,0.9932266,0.003599193,0.0001,1000,2018-11-03 17:17:25
logical_or,one_hot,dense_residual,2,tanh,92.0%,0.9165,0.008554814,0.009999993,200,2018-11-03 17:20:05
logical_xor,one_hot,dense_residual,2,tanh,92.0%,0.9189883,0.008340462,0.009999991,400,2018-11-03 17:22:48
reduce_sum,many_hot,dense_residual,2,tanh,0.0%,0.0,16132.294,0.0001,1000,2018-11-03 17:26:51
reduce_max,many_hot,dense_residual,2,tanh,100.0%,0.99975,0.00013688196,0.0001,100,2018-11-03 17:27:08
concat,many_hot,dense_residual,2,tanh,20.0%,0.20399512,1.5136104,1.0000001e-06,30000,2018-11-03 17:31:20
dot,many_hot,dense_residual,2,tanh,0.0%,0.0,981.824,1.0,1000,2018-11-03 17:35:22
elementwise_mul,many_hot,dense_residual,2,tanh,22.0%,0.21708007,0.30447835,9.999989e-05,30000,2018-11-03 17:39:27
one_hot_sum,many_hot,dense_residual,2,tanh,93.0%,0.930334,0.015040672,0.01,1000,2018-11-03 17:43:16
elementwise_add,many_hot,dense_residual,2,tanh,50.0%,0.5003809,0.49963978,0.01,1000,2018-11-03 17:45:49
equality,many_hot,dense_residual,2,tanh,15.0%,0.1499121,0.38163796,1e-05,1000,2018-11-03 17:48:59
logical_and,many_hot,dense_residual,2,tanh,23.0%,0.22647852,0.2780614,9.999989e-05,30000,2018-11-03 17:53:05
logical_or,many_hot,dense_residual,2,tanh,35.0%,0.3453496,0.2402012,0.0001,1000,2018-11-03 17:55:47
logical_xor,many_hot,dense_residual,2,tanh,13.0%,0.13410938,0.37686402,0.0001,1000,2018-11-03 17:59:55
reduce_sum,random,dense_residual,2,relu,14.0%,0.14025,43.247025,0.009999993,30000,2018-11-03 18:01:47
reduce_max,random,dense_residual,2,relu,100.0%,0.99875,0.0022931008,0.01,1000,2018-11-03 18:02:31
concat,random,dense_residual,2,relu,16.0%,0.15877344,0.33275357,0.009999993,2900,2018-11-03 18:03:58
dot,random,dense_residual,2,relu,3.0%,0.032,13.859483,0.001,1000,2018-11-03 18:06:06
elementwise_mul,random,dense_residual,2,relu,45.0%,0.44959375,0.11096154,0.001,1000,2018-11-03 18:08:26
one_hot_sum,random,dense_residual,2,relu,100.0%,0.9960293,0.003970703,0.001,400,2018-11-03 18:08:33
elementwise_add,random,dense_residual,2,relu,20.0%,0.19980665,0.4568837,0.0010000006,30000,2018-11-03 18:10:53
equality,random,dense_residual,2,relu,100.0%,1.0,4.3979355e-08,0.0010000006,200,2018-11-03 18:10:59
logical_and,random,dense_residual,2,relu,99.0%,0.99080664,0.0033887895,0.01,1000,2018-11-03 18:11:48
logical_or,random,dense_residual,2,relu,100.0%,0.99849415,0.00057095883,0.009999993,30000,2018-11-03 18:13:49
logical_xor,random,dense_residual,2,relu,100.0%,1.0,0.0,0.009999993,100,2018-11-03 18:13:55
reduce_sum,random_pos,dense_residual,2,relu,8.0%,0.07725,40.16788,0.009999993,1000,2018-11-03 18:15:44
reduce_max,random_pos,dense_residual,2,relu,97.0%,0.97475,0.004615303,0.01,1000,2018-11-03 18:17:35
concat,random_pos,dense_residual,2,relu,16.0%,0.15792383,0.3331264,0.0001,1000,2018-11-03 18:20:08
dot,random_pos,dense_residual,2,relu,4.0%,0.035,13.795243,1.0,1000,2018-11-03 18:22:18
elementwise_mul,random_pos,dense_residual,2,relu,45.0%,0.4497715,0.11078038,0.01,1000,2018-11-03 18:24:43
one_hot_sum,random_pos,dense_residual,2,relu,100.0%,0.9960586,0.003941406,0.01,100,2018-11-03 18:24:50
elementwise_add,random_pos,dense_residual,2,relu,20.0%,0.20167579,0.45250455,0.0010000006,30000,2018-11-03 18:27:21
equality,random_pos,dense_residual,2,relu,100.0%,0.99998826,1.5866057e-06,0.0010000006,100,2018-11-03 18:27:27
logical_and,random_pos,dense_residual,2,relu,100.0%,0.99860156,0.0030811531,0.01,1000,2018-11-03 18:28:14
logical_or,random_pos,dense_residual,2,relu,100.0%,0.99699414,0.0030224118,0.01,1000,2018-11-03 18:28:22
logical_xor,random_pos,dense_residual,2,relu,100.0%,1.0,0.0,0.01,100,2018-11-03 18:28:28
reduce_sum,one_hot,dense_residual,2,relu,99.0%,0.99375,0.0014850746,0.1,1000,2018-11-03 18:30:37
reduce_max,one_hot,dense_residual,2,relu,100.0%,1.0,4.6069326e-05,0.1,1000,2018-11-03 18:30:57
concat,one_hot,dense_residual,2,relu,99.0%,0.9921875,0.0078125,0.1,100,2018-11-03 18:31:15
dot,one_hot,dense_residual,2,relu,99.0%,0.99175,0.00825,0.1,400,2018-11-03 18:31:33
elementwise_mul,one_hot,dense_residual,2,relu,100.0%,0.9999414,5.859375e-05,0.1,100,2018-11-03 18:31:52
one_hot_sum,one_hot,dense_residual,2,relu,100.0%,0.99594533,0.0040546875,0.1,100,2018-11-03 18:32:10
elementwise_add,one_hot,dense_residual,2,relu,99.0%,0.98840624,0.009115287,0.0010000006,2000,2018-11-03 18:35:49
equality,one_hot,dense_residual,2,relu,94.0%,0.93736917,0.00925671,0.009999993,1600,2018-11-03 18:38:39
logical_and,one_hot,dense_residual,2,relu,100.0%,0.99995506,4.4921875e-05,0.009999993,100,2018-11-03 18:38:56
logical_or,one_hot,dense_residual,2,relu,99.0%,0.9883457,0.009884711,0.001,1000,2018-11-03 18:42:46
logical_xor,one_hot,dense_residual,2,relu,99.0%,0.98767966,0.010403726,0.001,1000,2018-11-03 18:47:13
reduce_sum,many_hot,dense_residual,2,relu,0.0%,0.0,46.950146,0.001,1000,2018-11-03 18:51:26
reduce_max,many_hot,dense_residual,2,relu,19.0%,0.1925,0.3585095,9.999996e-06,30000,2018-11-03 18:55:38
concat,many_hot,dense_residual,2,relu,50.0%,0.50003904,0.4993062,1.0000001e-06,30000,2018-11-03 19:00:00
dot,many_hot,dense_residual,2,relu,3.0%,0.02725,17.363914,0.0001,1000,2018-11-03 19:03:16
elementwise_mul,many_hot,dense_residual,2,relu,74.0%,0.7398047,0.23670457,0.0010000006,30000,2018-11-03 19:07:31
one_hot_sum,many_hot,dense_residual,2,relu,99.0%,0.99192774,0.007834093,0.0010000006,100,2018-11-03 19:07:49
elementwise_add,many_hot,dense_residual,2,relu,25.0%,0.25444922,0.4126805,0.0010000006,1000,2018-11-03 19:12:08
equality,many_hot,dense_residual,2,relu,37.0%,0.37140235,0.42119753,0.0010000006,1000,2018-11-03 19:16:28
logical_and,many_hot,dense_residual,2,relu,74.0%,0.74144727,0.23825216,0.0010000006,30000,2018-11-03 19:20:46
logical_or,many_hot,dense_residual,2,relu,27.0%,0.26675,0.49361217,0.0010000016,30000,2018-11-03 19:25:06
logical_xor,many_hot,dense_residual,2,relu,33.0%,0.32620704,0.40773025,0.0010000016,1000,2018-11-03 19:29:27
reduce_sum,random,dense_residual,2,sigmoid,3.0%,0.0265,80.658585,0.0010000019,30000,2018-11-03 19:32:03
reduce_max,random,dense_residual,2,sigmoid,100.0%,1.0,0.0002190623,0.0010000019,100,2018-11-03 19:32:09
concat,random,dense_residual,2,sigmoid,16.0%,0.15827246,0.33317706,0.009999993,27900,2018-11-03 19:34:54
dot,random,dense_residual,2,sigmoid,4.0%,0.0365,14.223481,0.009999993,30000,2018-11-03 19:37:18
elementwise_mul,random,dense_residual,2,sigmoid,45.0%,0.4499492,0.111000195,0.009999993,30000,2018-11-03 19:39:59
one_hot_sum,random,dense_residual,2,sigmoid,100.0%,0.99608594,0.0039137364,0.009999993,100,2018-11-03 19:40:05
elementwise_add,random,dense_residual,2,sigmoid,19.0%,0.18699218,0.48455065,0.009999993,1000,2018-11-03 19:42:47
equality,random,dense_residual,2,sigmoid,100.0%,1.0,1.0181411e-08,0.009999993,100,2018-11-03 19:42:53
logical_and,random,dense_residual,2,sigmoid,100.0%,1.0,9.539074e-09,0.009999993,100,2018-11-03 19:43:00
logical_or,random,dense_residual,2,sigmoid,100.0%,1.0,2.8997682e-09,0.009999993,100,2018-11-03 19:43:06
logical_xor,random,dense_residual,2,sigmoid,100.0%,1.0,8.175867e-09,0.009999993,100,2018-11-03 19:43:11
reduce_sum,random_pos,dense_residual,2,sigmoid,2.0%,0.0225,78.10656,0.0010000006,30000,2018-11-03 19:45:37
reduce_max,random_pos,dense_residual,2,sigmoid,100.0%,1.0,0.0005583202,0.0010000006,100,2018-11-03 19:45:43
concat,random_pos,dense_residual,2,sigmoid,16.0%,0.15862207,0.33286524,0.01,1000,2018-11-03 19:48:30
dot,random_pos,dense_residual,2,sigmoid,3.0%,0.03375,13.717389,9.999989e-05,30000,2018-11-03 19:50:54
elementwise_mul,random_pos,dense_residual,2,sigmoid,45.0%,0.45130664,0.10987836,0.0010000006,30000,2018-11-03 19:53:40
one_hot_sum,random_pos,dense_residual,2,sigmoid,100.0%,0.9959668,0.0043942374,0.0010000006,100,2018-11-03 19:53:47
elementwise_add,random_pos,dense_residual,2,sigmoid,19.0%,0.18562695,0.48540008,0.01,1000,2018-11-03 19:56:34
equality,random_pos,dense_residual,2,sigmoid,100.0%,1.0,8.167852e-09,0.01,100,2018-11-03 19:56:40
logical_and,random_pos,dense_residual,2,sigmoid,100.0%,1.0,4.5269397e-09,0.01,100,2018-11-03 19:56:46
logical_or,random_pos,dense_residual,2,sigmoid,100.0%,1.0,7.665319e-09,0.01,100,2018-11-03 19:56:52
logical_xor,random_pos,dense_residual,2,sigmoid,100.0%,1.0,8.650982e-09,0.01,100,2018-11-03 19:56:58
reduce_sum,one_hot,dense_residual,2,sigmoid,0.0%,0.0,1.0,0.1,1000,2018-11-03 20:01:28
reduce_max,one_hot,dense_residual,2,sigmoid,100.0%,1.0,0.0,0.1,100,2018-11-03 20:01:45
concat,one_hot,dense_residual,2,sigmoid,99.0%,0.9921875,0.008220759,0.1,100,2018-11-03 20:02:02
dot,one_hot,dense_residual,2,sigmoid,99.0%,0.99175,0.00825,0.1,100,2018-11-03 20:02:19
elementwise_mul,one_hot,dense_residual,2,sigmoid,100.0%,0.99994725,5.2734376e-05,0.1,100,2018-11-03 20:02:37
one_hot_sum,one_hot,dense_residual,2,sigmoid,100.0%,0.9960137,0.003986328,0.1,100,2018-11-03 20:02:54
elementwise_add,one_hot,dense_residual,2,sigmoid,100.0%,0.99765235,0.0020800068,0.009999993,2900,2018-11-03 20:06:28
equality,one_hot,dense_residual,2,sigmoid,100.0%,0.9981465,0.001524787,0.009999993,2400,2018-11-03 20:10:06
logical_and,one_hot,dense_residual,2,sigmoid,100.0%,0.9999336,6.6402186e-05,0.009999993,100,2018-11-03 20:10:23
logical_or,one_hot,dense_residual,2,sigmoid,100.0%,0.9974004,0.002043551,0.009999991,2500,2018-11-03 20:14:01
logical_xor,one_hot,dense_residual,2,sigmoid,100.0%,0.9974043,0.002090111,0.009999991,2600,2018-11-03 20:17:40
reduce_sum,many_hot,dense_residual,2,sigmoid,0.0%,0.0,16135.283,0.0001,1000,2018-11-03 20:22:09
reduce_max,many_hot,dense_residual,2,sigmoid,100.0%,1.0,0.0028608947,0.0001,100,2018-11-03 20:22:27
concat,many_hot,dense_residual,2,sigmoid,0.0%,0.0,0.25032797,0.01,100,2018-11-03 20:25:53
dot,many_hot,dense_residual,2,sigmoid,0.0%,0.0,977.934,1.0,1000,2018-11-03 20:30:18
elementwise_mul,many_hot,dense_residual,2,sigmoid,0.0%,0.0,0.19667868,1e-05,1000,2018-11-03 20:32:33
one_hot_sum,many_hot,dense_residual,2,sigmoid,99.0%,0.9921875,0.0078125,1.0,100,2018-11-03 20:35:07
elementwise_add,many_hot,dense_residual,2,sigmoid,75.0%,0.74992776,0.25031474,0.0010000006,30000,2018-11-03 20:38:02
equality,many_hot,dense_residual,2,sigmoid,0.0%,0.0,0.2500112,0.01,1000,2018-11-03 20:42:37
logical_and,many_hot,dense_residual,2,sigmoid,75.0%,0.7483008,0.22114712,0.009999993,30000,2018-11-03 20:44:52
logical_or,many_hot,dense_residual,2,sigmoid,0.0%,0.0,0.19663365,1e-05,1000,2018-11-03 20:47:08
logical_xor,many_hot,dense_residual,2,sigmoid,0.0%,0.0,0.25001445,0.01,1000,2018-11-03 20:51:41
reduce_sum,random,dense_residual,3,linear,10.0%,0.09675,1.9230803,0.01,1000,2018-11-03 20:54:28
reduce_max,random,dense_residual,3,linear,64.0%,0.645,0.028540017,0.01,1000,2018-11-03 20:55:37
concat,random,dense_residual,3,linear,16.0%,0.16453125,0.419624,0.001,1000,2018-11-03 20:58:55
dot,random,dense_residual,3,linear,4.0%,0.03575,14.521752,0.0010000006,30000,2018-11-03 21:02:11
elementwise_mul,random,dense_residual,3,linear,43.0%,0.42590234,0.11759987,0.01,1000,2018-11-03 21:05:34
one_hot_sum,random,dense_residual,3,linear,72.0%,0.7197617,0.02585807,0.01,500,2018-11-03 21:06:46
elementwise_add,random,dense_residual,3,linear,14.0%,0.14392579,0.7370201,9.999989e-05,30000,2018-11-03 21:10:15
equality,random,dense_residual,3,linear,50.0%,0.49660352,0.05667569,0.009999993,100,2018-11-03 21:11:42
logical_and,random,dense_residual,3,linear,77.0%,0.76721096,0.017847883,0.009999993,3700,2018-11-03 21:13:19
logical_or,random,dense_residual,3,linear,73.0%,0.7280957,0.020668134,0.009999991,3800,2018-11-03 21:14:56
logical_xor,random,dense_residual,3,linear,50.0%,0.5036289,0.05497377,0.009999991,100,2018-11-03 21:16:10
reduce_sum,random_pos,dense_residual,3,linear,11.0%,0.10825,1.2701474,0.009999993,30000,2018-11-03 21:19:15
reduce_max,random_pos,dense_residual,3,linear,100.0%,0.999,0.0022990254,0.009999991,30000,2018-11-03 21:22:28
concat,random_pos,dense_residual,3,linear,16.0%,0.1647168,0.4177565,0.001,1000,2018-11-03 21:26:14
dot,random_pos,dense_residual,3,linear,3.0%,0.03475,15.000218,0.0010000006,30000,2018-11-03 21:29:33
elementwise_mul,random_pos,dense_residual,3,linear,43.0%,0.4256621,0.11736529,0.01,1000,2018-11-03 21:33:16
one_hot_sum,random_pos,dense_residual,3,linear,84.0%,0.84051174,0.016983861,0.01,700,2018-11-03 21:34:32
elementwise_add,random_pos,dense_residual,3,linear,14.0%,0.14322852,0.7428395,9.999989e-05,30000,2018-11-03 21:38:09
equality,random_pos,dense_residual,3,linear,50.0%,0.5031016,0.05496162,0.009999993,100,2018-11-03 21:39:36
logical_and,random_pos,dense_residual,3,linear,58.0%,0.5844219,0.037094448,0.009999993,2900,2018-11-03 21:41:09
logical_or,random_pos,dense_residual,3,linear,64.0%,0.6433535,0.029200293,0.009999993,3700,2018-11-03 21:42:47
logical_xor,random_pos,dense_residual,3,linear,50.0%,0.5029277,0.05544457,0.009999993,100,2018-11-03 21:44:00
reduce_sum,one_hot,dense_residual,3,linear,100.0%,1.0,7.649666e-06,0.009999991,30000,2018-11-03 21:48:01
reduce_max,one_hot,dense_residual,3,linear,29.0%,0.2905,0.034388214,0.009999991,700,2018-11-03 21:50:02
concat,one_hot,dense_residual,3,linear,98.0%,0.98266405,0.010335246,0.009999991,100,2018-11-03 21:53:08
dot,one_hot,dense_residual,3,linear,98.0%,0.97825,0.009984735,0.01,100,2018-11-03 21:56:06
elementwise_mul,one_hot,dense_residual,3,linear,100.0%,0.9998535,0.0014172408,0.01,100,2018-11-03 21:56:24
one_hot_sum,one_hot,dense_residual,3,linear,97.0%,0.9743867,0.0072303624,0.01,1000,2018-11-03 21:59:39
elementwise_add,one_hot,dense_residual,3,linear,96.0%,0.9617441,0.013906962,0.009999993,200,2018-11-03 22:02:45
equality,one_hot,dense_residual,3,linear,37.0%,0.37375194,0.055006612,0.009999991,1700,2018-11-03 22:04:15
logical_and,one_hot,dense_residual,3,linear,100.0%,0.99991405,0.0013280042,0.009999991,100,2018-11-03 22:04:33
logical_or,one_hot,dense_residual,3,linear,97.0%,0.96823436,0.013640534,0.009999991,300,2018-11-03 22:07:40
logical_xor,one_hot,dense_residual,3,linear,97.0%,0.96610546,0.013807184,0.009999993,200,2018-11-03 22:10:50
reduce_sum,random,dense_residual,2,linear,32.0%,0.32,0.11098622,0.009999993,30000,2018-11-03 23:26:04
reduce_max,random,dense_residual,2,linear,76.0%,0.76475,0.017758759,0.009999993,800,2018-11-03 23:26:46
concat,random,dense_residual,2,linear,23.0%,0.22992383,0.2923494,0.009999993,1000,2018-11-03 23:27:25
dot,random,dense_residual,2,linear,3.0%,0.0335,14.696933,9.999989e-05,30000,2018-11-03 23:28:47
elementwise_mul,random,dense_residual,2,linear,33.0%,0.3293789,0.15862197,0.01,1000,2018-11-03 23:29:32
one_hot_sum,random,dense_residual,2,linear,99.0%,0.99395704,0.0059379544,0.01,1000,2018-11-03 23:29:37
elementwise_add,random,dense_residual,2,linear,24.0%,0.23841992,0.27163655,0.009999993,30000,2018-11-03 23:30:15
equality,random,dense_residual,2,linear,66.0%,0.6560195,0.028282112,0.01,300,2018-11-03 23:30:56
logical_and,random,dense_residual,2,linear,95.0%,0.95073634,0.005401113,0.009999993,30000,2018-11-03 23:31:34
logical_or,random,dense_residual,2,linear,88.0%,0.88441014,0.012048087,0.009999991,30000,2018-11-03 23:32:11
logical_xor,random,dense_residual,2,linear,65.0%,0.65453905,0.028398188,0.009999991,300,2018-11-03 23:32:53
reduce_sum,random_pos,dense_residual,2,linear,20.0%,0.204,0.38266295,0.009999991,30000,2018-11-03 23:33:30
reduce_max,random_pos,dense_residual,2,linear,100.0%,1.0,0.0003941895,0.1,1000,2018-11-03 23:34:07
concat,random_pos,dense_residual,2,linear,23.0%,0.22738184,0.29994592,0.01,1000,2018-11-03 23:34:49
dot,random_pos,dense_residual,2,linear,4.0%,0.037,14.297399,0.001,1000,2018-11-03 23:35:32
elementwise_mul,random_pos,dense_residual,2,linear,33.0%,0.3298047,0.1581045,0.01,1000,2018-11-03 23:36:19
one_hot_sum,random_pos,dense_residual,2,linear,99.0%,0.9929043,0.0060610296,0.01,1000,2018-11-03 23:36:24
elementwise_add,random_pos,dense_residual,2,linear,23.0%,0.23097461,0.29280725,0.1,1000,2018-11-03 23:37:06
equality,random_pos,dense_residual,2,linear,65.0%,0.6452363,0.029577656,0.01,300,2018-11-03 23:37:51
logical_and,random_pos,dense_residual,2,linear,100.0%,1.0,5.0454914e-06,0.009999993,30000,2018-11-03 23:38:29
logical_or,random_pos,dense_residual,2,linear,99.0%,0.9872031,0.002436059,0.009999991,30000,2018-11-03 23:39:06
logical_xor,random_pos,dense_residual,2,linear,65.0%,0.6506504,0.028960811,0.009999993,300,2018-11-03 23:39:47
reduce_sum,one_hot,dense_residual,2,linear,100.0%,1.0,9.083478e-07,0.009999993,30000,2018-11-03 23:41:54
reduce_max,one_hot,dense_residual,2,linear,100.0%,0.9975,0.0023560477,0.009999993,1000,2018-11-03 23:42:09
concat,one_hot,dense_residual,2,linear,99.0%,0.9921182,0.0056507927,0.009999993,300,2018-11-03 23:42:26
dot,one_hot,dense_residual,2,linear,99.0%,0.991,0.0051013664,0.009999993,1000,2018-11-03 23:42:42
elementwise_mul,one_hot,dense_residual,2,linear,100.0%,0.9993652,0.0010047506,0.009999993,100,2018-11-03 23:42:58
one_hot_sum,one_hot,dense_residual,2,linear,99.0%,0.9870176,0.007775502,0.0001,1000,2018-11-03 23:45:40
elementwise_add,one_hot,dense_residual,2,linear,96.0%,0.9637793,0.0058245338,0.01,300,2018-11-03 23:48:04
equality,one_hot,dense_residual,2,linear,89.0%,0.88885546,0.010768726,0.01,1000,2018-11-03 23:50:11
logical_and,one_hot,dense_residual,2,linear,100.0%,0.9998047,0.00032306145,0.01,200,2018-11-03 23:50:27
logical_or,one_hot,dense_residual,2,linear,96.0%,0.96197265,0.0059908535,0.01,300,2018-11-03 23:53:06
logical_xor,one_hot,dense_residual,2,linear,96.0%,0.9582578,0.0064754235,0.01,300,2018-11-03 23:55:30
reduce_sum,many_hot,dense_residual,2,linear,12.0%,0.12375,1.034802,0.0001,1000,2018-11-03 23:57:25
reduce_max,many_hot,dense_residual,2,linear,88.0%,0.87675,0.011898265,0.009999993,6100,2018-11-03 23:59:58
concat,many_hot,dense_residual,2,linear,19.0%,0.19395605,0.32634267,0.0010000006,25300,2018-11-04 00:02:49
dot,many_hot,dense_residual,2,linear,4.0%,0.0395,12.33767,0.0001,1000,2018-11-04 00:06:06
elementwise_mul,many_hot,dense_residual,2,linear,24.0%,0.24466796,0.24494131,0.009999993,30000,2018-11-04 00:09:29
one_hot_sum,many_hot,dense_residual,2,linear,97.0%,0.9678106,0.0069192257,0.0010000006,30000,2018-11-04 00:12:18
elementwise_add,many_hot,dense_residual,2,linear,19.0%,0.1855879,0.46500918,0.0010000016,30000,2018-11-04 00:14:45
equality,many_hot,dense_residual,2,linear,14.0%,0.14097656,0.39430606,0.009999993,30000,2018-11-04 00:17:11
logical_and,many_hot,dense_residual,2,linear,24.0%,0.23565039,0.29196957,0.009999993,1000,2018-11-04 00:19:35
logical_or,many_hot,dense_residual,2,linear,18.0%,0.17958593,0.513281,0.009999993,30000,2018-11-04 00:21:59
logical_xor,many_hot,dense_residual,2,linear,4.0%,0.038398437,0.28814238,0.009999993,1000,2018-11-04 00:25:31
reduce_sum,random,dense_residual,2,tanh,3.0%,0.02975,70.740005,0.0010000006,30000,2018-11-04 00:27:02
reduce_max,random,dense_residual,2,tanh,100.0%,0.9995,0.00014076277,0.01,1000,2018-11-04 00:27:44
concat,random,dense_residual,2,tanh,18.0%,0.18288086,0.25740916,0.0010000006,10500,2018-11-04 00:28:37
dot,random,dense_residual,2,tanh,3.0%,0.03475,14.208537,9.999996e-06,30000,2018-11-04 00:29:29
elementwise_mul,random,dense_residual,2,tanh,40.0%,0.40281445,0.12384604,0.0010000006,30000,2018-11-04 00:30:21
one_hot_sum,random,dense_residual,2,tanh,98.0%,0.98313475,0.007492247,0.01,1000,2018-11-04 00:30:59
elementwise_add,random,dense_residual,2,tanh,22.0%,0.21945508,0.29588324,0.01,1000,2018-11-04 00:31:38
equality,random,dense_residual,2,tanh,100.0%,0.9999824,0.0008274629,0.01,500,2018-11-04 00:31:44
logical_and,random,dense_residual,2,tanh,100.0%,0.9991582,0.000105970794,0.01,300,2018-11-04 00:31:50
logical_or,random,dense_residual,2,tanh,100.0%,0.9991875,0.00013405549,0.01,400,2018-11-04 00:31:56
logical_xor,random,dense_residual,2,tanh,100.0%,1.0,0.0005966214,0.01,400,2018-11-04 00:32:02
reduce_sum,random_pos,dense_residual,2,tanh,3.0%,0.03475,68.25205,0.0010000006,30000,2018-11-04 00:33:34
